SongID,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,hit
"Girls, Girls, GirlsMotley Crue",No Explicit Content,270426,72,0.6,0.931,G,-4.647,major,0.0734,0.0296,0.000071,0.392,0.542,140.123,4,0
GirlsDwight Twilley,No Explicit Content,211160,17,0.706,0.727,C,-11.698,major,0.0316,0.0269,0,0.192,0.957,130.047,4,0
GirlsMajor Lance,No Explicit Content,127626,9,0.8,0.647,F,-9.36,major,0.0396,0.555,0,0.0691,0.94,124.481,4,0
GirlstownSuper Cat,No Explicit Content,242600,13,0.849,0.645,C#/Db,-7.841,major,0.0884,0.0132,0.0000348,0.0839,0.533,93.928,4,0
GitarzanRay Stevens,No Explicit Content,187040,29,0.435,0.804,C,-8.48,major,0.169,0.466,0,0.942,0.727,93.83,3,0
Gitty UpSalt-N-Pepa,No Explicit Content,240600,27,0.884,0.553,B,-6.514,major,0.071,0.0284,6.3E-6,0.0859,0.884,104.931,4,0
Give A DamnSpanky And Our Gang,No Explicit Content,215906,14,0.51,0.315,F,-11.916,major,0.039,0.787,0,0.176,0.481,73.731,4,0
Give A Little Bit MoreCliff Richard,No Explicit Content,215546,11,0.724,0.822,C,-6.562,major,0.0267,0.0398,1.52E-6,0.15,0.961,130.406,4,0
Give A Little BitGoo Goo Dolls,No Explicit Content,214400,48,0.557,0.951,C,-3.003,major,0.033,0.00194,0.000172,0.157,0.528,93.974,4,0
Give A Little BitSupertramp,No Explicit Content,248173,75,0.531,0.818,D,-5.358,major,0.0452,0.0694,0.0096,0.263,0.471,90.767,4,0
Give A Little MoreMaroon 5,No Explicit Content,180293,50,0.753,0.824,C,-4.301,major,0.0385,0.000937,0.00018,0.141,0.937,117.95,4,0
Give All Your Love To MeGerry And The Pacemakers,No Explicit Content,157600,16,0.398,0.322,C,-9.331,major,0.0308,0.514,0,0.369,0.373,116.406,4,0
Give Everybody SomeThe Bar-Kays,No Explicit Content,141866,13,0.671,0.462,A,-10.349,major,0.0378,0.0463,0.00337,0.203,0.559,128.597,4,0
Give Him A Great Big KissThe Shangri-Las,No Explicit Content,133093,34,0.637,0.659,G,-9.568,major,0.24,0.539,0.000215,0.109,0.581,83.262,4,0
Give In To MeGarrett Hedlund & Leighton Meester,No Explicit Content,209920,54,0.624,0.357,C,-10.031,major,0.0234,0.632,9.2E-6,0.112,0.402,79.998,4,0
Give Ireland Back To The IrishWings,No Explicit Content,224640,29,0.387,0.562,A,-11.067,minor,0.0394,0.25,0.0000803,0.116,0.591,186.708,4,0
Give It 2 MeMadonna,No Explicit Content,287906,44,0.837,0.954,G#/Ab,-3.512,minor,0.0414,0.0933,0.000405,0.143,0.972,127.019,4,0
Give It 2 URobin Thicke Featuring Kendrick Lamar,Explicit Content,229666,41,0.669,0.829,B,-3.827,minor,0.0688,0.0893,0,0.154,0.595,127.185,4,0
Give It 2 YouDa Brat,Explicit Content,193160,37,0.871,0.455,F#,-12.414,major,0.179,0.0032,0,0.075,0.709,91.926,4,0
Give It All We Got TonightGeorge Strait,No Explicit Content,251333,59,0.588,0.642,G,-6.986,major,0.0266,0.26,2.37E-6,0.08,0.324,130.36,4,0
Give It All You GotChuck Mangione,No Explicit Content,370866,42,0.561,0.517,F#,-11.626,major,0.0363,0.0777,0.646,0.136,0.79,92.23,4,0
Give It AwayGeorge Strait,No Explicit Content,209320,62,0.669,0.651,F,-5.79,major,0.0275,0.472,0.000109,0.272,0.605,148.091,4,0
Give It AwayRed Hot Chili Peppers,No Explicit Content,282906,74,0.666,0.936,G,-9.919,major,0.0476,0.00244,0.086,0.153,0.776,91.577,4,0
Give It AwayThe Chi-lites,No Explicit Content,164853,19,0.555,0.469,G,-12.176,major,0.0522,0.206,0.0000781,0.238,0.771,86.658,4,0
Give It To HerTanto Metro & Devonte,No Explicit Content,209053,45,0.6,0.583,A,-6.617,minor,0.281,0.0918,0,0.0992,0.763,126.517,5,0
Give It To Me BabyRick James,No Explicit Content,248133,65,0.705,0.746,B,-8.615,major,0.042,0.127,0.000079,0.128,0.964,119.566,4,0
Give It To Me GoodTrixter,No Explicit Content,210333,38,0.58,0.751,F#,-11.353,major,0.0416,0.0224,0.00644,0.112,0.453,115.972,4,0
Give It To MeThe J. Geils Band,No Explicit Content,390066,41,0.601,0.531,C,-13.784,major,0.0431,0.475,0.229,0.058,0.818,117.676,4,0
Give It To MeThe Mob,No Explicit Content,182600,2,0.649,0.888,Bb,-7.946,major,0.0381,0.124,0.00158,0.064,0.964,132.375,4,0
Give It To MeTimbaland Featuring Nelly Furtado & Justin Timberlake,Explicit Content,234026,55,0.973,0.723,G#/Ab,-4.017,major,0.0569,0.17,0.000282,0.0863,0.751,110.625,4,1
Give It To The PeopleThe Righteous Brothers,No Explicit Content,205546,5,0.618,0.795,G#/Ab,-8.502,major,0.0274,0.456,0,0.348,0.797,95.574,4,0
Give It To YouJordan Knight,No Explicit Content,289760,42,0.83,0.655,G,-7.072,major,0.0544,0.0552,1.09E-6,0.0567,0.653,134.869,4,0
Give It To YouMartha Wash,No Explicit Content,229906,17,0.793,0.824,B,-7.325,minor,0.058,0.00949,0.531,0.0596,0.76,114.059,4,0
Give It Up (turn It Loose)Tyrone Davis,No Explicit Content,259533,22,0.839,0.542,C#/Db,-12.056,major,0.0352,0.293,0.0000699,0.0708,0.965,115.651,4,0
Give It Up Or Turnit A LooseJames Brown,No Explicit Content,369960,33,0.703,0.88,B,-7.133,minor,0.0608,0.00964,0.456,0.111,0.743,114.763,4,0
Give It Up To MeShakira Featuring Lil Wayne,No Explicit Content,183573,46,0.841,0.729,F,-6.311,minor,0.0705,0.443,0,0.122,0.688,115.984,4,0
"Give It Up, Turn It LooseEn Vogue",No Explicit Content,312040,33,0.836,0.58,C#/Db,-8.778,major,0.0692,0.19,0.000271,0.0379,0.939,93.015,4,0
Give It UpKC,No Explicit Content,254240,62,0.862,0.624,Eb,-11.63,major,0.0565,0.0192,0.000153,0.0465,0.882,124.896,4,0
Give It UpPublic Enemy,Explicit Content,271426,32,0.73,0.773,C,-6.135,major,0.172,0.0538,0,0.592,0.554,94.57,4,0
Give It UpWilson Phillips,No Explicit Content,291066,23,0.321,0.746,B,-10.413,major,0.0448,0.236,0.0000378,0.26,0.914,185.764,3,0
Give It UpZZ Top,No Explicit Content,209426,38,0.664,0.665,Bb,-9.881,major,0.0282,0.00812,0.000114,0.149,0.53,123.95,4,0
Give Me A Reason To Be GoneMaureen McGovern,No Explicit Content,165946,3,0.682,0.632,B,-7.533,minor,0.0295,0.364,0,0.194,0.96,115.436,4,0
Give Me All NightCarly Simon,No Explicit Content,261200,25,0.611,0.565,C,-12.979,major,0.0253,0.0565,1.17E-6,0.28,0.688,107.413,4,0
Give Me All Your LoveWhitesnake,No Explicit Content,208133,36,0.196,0.936,A,-6.401,minor,0.113,0.000895,0.000109,0.0827,0.152,102.731,1,0
Give Me All Your Luvin'Madonna Featuring Nicki Minaj & M.I.A.,No Explicit Content,202760,42,0.68,0.885,B,-4.36,major,0.0382,0.00557,0.000704,0.377,0.879,144.998,4,0
Give Me Back My HometownEric Church,No Explicit Content,252493,59,0.619,0.677,C#/Db,-7.789,major,0.0295,0.506,0.0592,0.0825,0.5,103.96,4,0
"Give Me EverythingPitbull Featuring Ne-Yo, Afrojack & Nayer",No Explicit Content,252306,79,0.671,0.939,G#/Ab,-3.206,major,0.161,0.192,0,0.298,0.529,129.023,4,1
Give Me Love - (Give Me Peace On Earth)George Harrison,No Explicit Content,215693,61,0.388,0.564,F,-11.531,major,0.0484,0.485,0.00989,0.127,0.6,79.294,4,1
Give Me One More ChanceWilmer And The Dukes,No Explicit Content,137866,7,0.548,0.529,D,-14.565,major,0.041,0.201,0.0000424,0.0783,0.945,127.974,4,0
Give Me One ReasonTracy Chapman,No Explicit Content,268333,70,0.608,0.419,B,-10.016,major,0.0331,0.602,7.58E-6,0.108,0.602,100.22,4,0
Give Me ThatWebbie Featuring Bun B,Explicit Content,267720,38,0.674,0.773,G#/Ab,-6.002,major,0.288,0.00694,0,0.312,0.506,78.001,4,0
Give Me The Keys (And I'll Drive You Crazy)Huey Lewis & The News,No Explicit Content,277626,29,0.67,0.725,Bb,-13.207,major,0.0326,0.243,0.000322,0.132,0.914,135.672,4,0
Give Me The NightGeorge Benson,No Explicit Content,222626,63,0.85,0.466,C#/Db,-15.673,major,0.0555,0.314,0.0234,0.129,0.86,109.936,4,0
Give Me The ReasonLuther Vandross,No Explicit Content,285600,42,0.751,0.639,F,-11.497,minor,0.0361,0.0849,0.000586,0.0763,0.875,140.004,4,0
Give Me TimeDusty Springfield,No Explicit Content,187866,11,0.433,0.584,E,-7.348,minor,0.0334,0.0468,0,0.2,0.354,95.876,3,0
Give Me TonightShannon,No Explicit Content,233493,45,0.697,0.979,A,-7.262,minor,0.0538,0.0199,0.0127,0.317,0.583,119.083,4,0
Give Me YouMary J. Blige,No Explicit Content,305160,26,0.653,0.417,A,-7.86,major,0.0462,0.0437,0.0000667,0.307,0.0424,109.961,4,0
Give Me Your LoveBarbara Mason,No Explicit Content,178400,13,0.54,0.597,E,-12.315,minor,0.0942,0.271,0,0.324,0.768,85.471,4,0
Give My Love A TryLinda Jones,No Explicit Content,152133,8,0.406,0.486,C#/Db,-9.826,minor,0.0373,0.786,0,0.674,0.651,72.219,4,0
Give Myself A PartyDon Gibson,No Explicit Content,160173,15,0.627,0.499,G,-8.414,major,0.0304,0.544,0,0.411,0.931,111.869,4,0
Give Peace A ChancePlastic Ono Band,No Explicit Content,292973,55,0.442,0.853,C#/Db,-12.57,major,0.123,0.326,0,0.816,0.208,83.871,4,0
Give The People What They WantThe O'Jays,No Explicit Content,250666,36,0.692,0.843,G,-6.003,minor,0.266,0.0917,0,0.627,0.871,97.863,4,0
Give To LiveSammy Hagar,No Explicit Content,264093,34,0.494,0.642,D,-9.728,major,0.0299,0.017,8.12E-6,0.0459,0.404,76.922,4,0
Give Up Your GunsThe Buoys,No Explicit Content,254374,39,0.417,0.502,B,-12.621,minor,0.0282,0.48,0.00432,0.202,0.66,131.325,4,0
Give Us Your BlessingsThe Shangri-Las,No Explicit Content,194560,17,0.617,0.484,C#/Db,-9.952,major,0.0549,0.806,0.00129,0.172,0.403,114.293,4,0
Give You What You Want (Fa Sure)Chico DeBarge,No Explicit Content,280040,19,0.854,0.714,Bb,-7.342,minor,0.0458,0.0118,0,0.0903,0.782,132,4,0
Give Your Baby A Standing OvationThe Dells,No Explicit Content,274373,31,0.431,0.771,E,-5.025,major,0.0959,0.374,0,0.468,0.788,137.029,4,0
Give Your Heart A BreakDemi Lovato,No Explicit Content,205346,68,0.643,0.695,F#,-3.099,major,0.0463,0.236,0,0.145,0.65,123.026,4,0
Given To FlyPearl Jam,No Explicit Content,238866,60,0.317,0.764,G,-7.076,major,0.0282,0.000294,0.099,0.0996,0.341,101.173,4,0
Given UpLinkin Park,Explicit Content,189293,68,0.655,0.885,G,-4.116,major,0.0438,0.00117,0.000473,0.0448,0.938,100.088,4,0
Gives You HellGlee Cast,No Explicit Content,206666,57,0.752,0.605,F#,-5.569,minor,0.032,0.0807,0,0.112,0.789,100.007,4,0
Gives You HellThe All-American Rejects,No Explicit Content,213106,72,0.714,0.725,E,-6.411,major,0.0402,0.0156,0,0.0726,0.59,99.988,4,0
Giving Him Something He Can FeelEn Vogue,No Explicit Content,235706,53,0.496,0.298,A,-10.175,minor,0.0405,0.306,1.72E-6,0.0875,0.705,203.824,3,0
Giving It All AwayRoger Daltrey,No Explicit Content,207813,42,0.317,0.563,F,-6.209,major,0.0376,0.454,0.000284,0.202,0.225,83.561,4,0
Giving It Up For Your LoveDelbert McClinton,No Explicit Content,226933,30,0.76,0.765,C,-9.319,major,0.0352,0.289,7.95E-6,0.233,0.868,107.602,4,0
Giving Up On LoveJerry Butler,No Explicit Content,156160,6,0.468,0.536,G,-8.71,minor,0.0289,0.943,0.0000817,0.742,0.599,90.748,4,0
Giving Up On LoveRick Astley,No Explicit Content,243800,24,0.687,0.707,G,-13.064,major,0.0547,0.0338,0.000271,0.0891,0.861,110.059,4,0
Giving UpDonny Hathaway,No Explicit Content,380466,35,0.335,0.202,C#/Db,-14.228,minor,0.0323,0.726,6.63E-6,0.612,0.155,82.022,4,0
Giving UpGladys Knight And The Pips,No Explicit Content,215373,20,0.43,0.348,A,-10.175,minor,0.0305,0.765,0,0.653,0.425,138.65,4,0
Giving You The BenefitPebbles,No Explicit Content,341960,31,0.708,0.812,F,-10.465,minor,0.0476,0.134,0.000984,0.115,0.929,103.076,4,0
Giving You The Best That I GotAnita Baker,No Explicit Content,233973,52,0.637,0.542,A,-8.173,major,0.0356,0.765,0,0.302,0.38,105.322,4,0
Glad All OverThe Dave Clark Five,No Explicit Content,163327,44,0.462,0.803,D,-8.357,major,0.0585,0.152,0,0.0788,0.896,137.789,4,0
Glad She's A WomanBobby Goldsboro,No Explicit Content,171933,13,0.134,0.364,F#,-10.94,minor,0.0315,0.548,0.000156,0.145,0.376,173.739,4,0
Glad To Be UnhappyThe Mamas & The Papas,No Explicit Content,102226,31,0.629,0.579,F#,-12.498,major,0.0526,0.693,0,0.363,0.826,109.946,4,0
Glad You CameGlee Cast,No Explicit Content,194666,47,0.597,0.765,G,-5.831,minor,0.223,0.425,0,0.111,0.391,126.857,4,0
Glad You CameThe Wanted,No Explicit Content,198186,68,0.755,0.838,G,-4.5,minor,0.0687,0.0643,0.0000159,0.118,0.473,126.877,4,0
GlamorousFergie Featuring Ludacris,Explicit Content,246573,67,0.81,0.748,C,-6.464,major,0.211,0.32,0,0.0951,0.669,130.983,4,1
Glamour BoysLiving Colour,No Explicit Content,220133,41,0.511,0.913,C,-4.379,minor,0.0323,0.0273,0.00569,0.0864,0.856,121.451,4,0
GlassThompson Square,No Explicit Content,231680,44,0.576,0.524,C#/Db,-4.961,major,0.026,0.299,4.5E-6,0.13,0.263,75.963,4,0
GlasshouseThe Temptations,No Explicit Content,234693,16,0.85,0.679,Bb,-13.43,minor,0.0396,0.0394,0.283,0.0532,0.961,127.715,4,0
GlidePleasure,No Explicit Content,388773,36,0.731,0.829,B,-9.257,minor,0.0415,0.00919,0.821,0.0579,0.945,117.855,4,0
Glitter In The AirP!nk,No Explicit Content,227813,55,0.511,0.255,F,-12.036,major,0.0283,0.897,0.000219,0.0994,0.296,99.901,4,0
GlobalLil Baby,Explicit Content,169826,62,0.672,0.565,C#/Db,-6.504,major,0.441,0.106,0,0.113,0.313,163.827,4,0
Gloria's ThemeAdam Wade,No Explicit Content,172200,0,0.243,0.333,F,-9.366,minor,0.0289,0.887,0,0.089,0.133,92.092,4,0
GloriaEnchantment,No Explicit Content,336600,37,0.377,0.544,F#,-7.051,major,0.0312,0.271,1.37E-6,0.281,0.333,112.906,4,0
GloriaLaura Branigan,No Explicit Content,295066,68,0.775,0.866,A,-3.598,major,0.0295,0.135,0.0376,0.152,0.876,131.34,4,0
GloriaShadows Of Knight,No Explicit Content,157333,38,0.681,0.519,A,-10.549,major,0.0317,0.0535,0.000729,0.138,0.73,120.221,4,0
GloriaThe Doors,No Explicit Content,378480,53,0.506,0.407,A,-12.478,major,0.0429,0.0508,4.14E-6,0.286,0.633,128.622,4,0
GloriaThem,No Explicit Content,156800,63,0.641,0.703,A,-10.434,major,0.0518,0.397,0.00546,0.104,0.722,129.118,4,0
GloriousMacklemore Featuring Skylar Grey,Explicit Content,220454,78,0.731,0.794,C,-5.126,minor,0.0522,0.0323,0.0000259,0.112,0.356,139.994,4,0
Glory And GoreLorde,No Explicit Content,210737,63,0.683,0.383,C#/Db,-8.781,major,0.038,0.267,0,0.239,0.264,143.931,4,0
Glory BoundThe Grass Roots,No Explicit Content,146001,10,0.587,0.666,A,-12.887,major,0.0259,0.0497,0,0.257,0.87,128.109,4,0
Glory DaysBruce Springsteen,No Explicit Content,254733,68,0.574,0.96,A,-4.906,major,0.032,0.0457,0,0.121,0.978,117.486,4,0
Glory GloryThe Rascals,No Explicit Content,209533,5,0.66,0.829,Bb,-7.664,major,0.0277,0.029,0.0000938,0.0734,0.968,123.924,4,0
Glory Of LoveDon Gardner And Dee Dee Ford,No Explicit Content,151773,0,0.454,0.708,G,-9.887,major,0.0513,0.935,0.00102,0.0967,0.48,75.711,4,0
Glory Of LoveOtis Redding,No Explicit Content,168826,42,0.635,0.18,Bb,-13.843,major,0.04,0.733,1.79E-6,0.19,0.528,73.006,4,0
GloryCommon & John Legend,No Explicit Content,272727,59,0.567,0.587,A,-5.626,minor,0.0417,0.867,0,0.13,0.572,83.046,4,0
GlowDrake Featuring Kanye West,Explicit Content,206119,59,0.669,0.385,C,-8.901,major,0.378,0.227,0,0.7,0.391,162.039,4,0
GlycerineBush,No Explicit Content,266493,66,0.437,0.337,F,-11.439,major,0.0326,0.0371,0.000946,0.0981,0.0784,114.239,4,0
GnarlyKodak Black Featuring Lil Pump,Explicit Content,186402,67,0.764,0.784,Bb,-4.003,minor,0.0833,0.469,0,0.123,0.51,144.981,4,0
Go Ahead And Break My HeartBlake Shelton Featuring Gwen Stefani,No Explicit Content,263800,55,0.618,0.731,G,-5.181,major,0.0321,0.0714,0.0000505,0.421,0.352,116.008,4,0
Go Ahead And CryThe Righteous Brothers,No Explicit Content,155666,21,0.396,0.414,F,-11.099,major,0.037,0.782,0,0.185,0.416,110.746,4,0
Go All The WayRaspberries,No Explicit Content,205346,65,0.305,0.849,A,-4.892,major,0.0999,0.548,0.000134,0.0995,0.555,134.287,4,0
Go Away From My WorldMarianne Faithfull,No Explicit Content,153800,6,0.462,0.456,Eb,-9.026,major,0.0285,0.0647,0,0.161,0.33,140.07,4,0
Go Away Little GirlDonny Osmond,No Explicit Content,150600,34,0.302,0.521,G,-5.391,major,0.0354,0.72,4.74E-6,0.123,0.364,101.814,4,1
Go Away Little GirlSteve Lawrence,No Explicit Content,132093,42,0.418,0.294,C,-14.145,major,0.0316,0.488,0,0.225,0.557,108.613,4,1
Go Away Little GirlThe Happenings,No Explicit Content,137706,24,0.461,0.46,A,-10.181,minor,0.0322,0.653,0,0.307,0.766,132.878,4,0
Go AwayLorrie Morgan,No Explicit Content,169333,18,0.623,0.709,D,-5.824,major,0.0334,0.113,0,0.361,0.544,107.343,4,0
Go BackCrabby Appleton,No Explicit Content,186706,27,0.575,0.934,C#/Db,-4.345,major,0.0411,0.0363,0,0.0681,0.784,133.59,4,0
Go Chase A MoonbeamJerry Vale,No Explicit Content,150893,19,0.465,0.448,D,-11.526,major,0.0346,0.743,0,0.596,0.648,119.046,4,0
Go D.J.Lil Wayne,Explicit Content,281826,59,0.729,0.792,F#,-3.137,major,0.142,0.0617,0,0.223,0.698,157.993,4,0
Go Down EasyDan Fogelberg,No Explicit Content,233000,26,0.636,0.257,E,-16.584,major,0.0326,0.435,4.86E-6,0.0848,0.572,73.359,4,0
"Go Down Gamblin'Blood, Sweat & Tears",No Explicit Content,255226,41,0.417,0.792,C,-10.47,major,0.0678,0.0944,0.00585,0.354,0.632,106.395,4,0
Go FlexPost Malone,Explicit Content,179613,81,0.665,0.498,F,-8.185,major,0.0831,0.228,0,0.0757,0.127,81.967,4,0
Go For SodaKim Mitchell,No Explicit Content,205600,49,0.673,0.545,Bb,-14.217,major,0.0412,0.0635,0.000784,0.102,0.58,124.35,4,0
Go Get ItT.I.,Explicit Content,217520,58,0.366,0.667,C#/Db,-5.683,major,0.246,0.00212,0,0.398,0.51,76.627,4,0
Go GirlCiara Featuring T-Pain,No Explicit Content,235666,41,0.524,0.57,G,-6.765,minor,0.301,0.526,0,0.288,0.785,66.755,4,0
Go GirlPitbull Featuring Trina & Young Bo$$,Explicit Content,229668,51,0.986,0.597,G#/Ab,-6.809,major,0.308,0.145,2.18E-6,0.197,0.761,115.004,4,0
Go Hard Or Go HomeWiz Khalifa & Iggy Azalea,No Explicit Content,232772,62,0.651,0.741,E,-5.067,minor,0.0408,0.00293,0.000012,0.217,0.386,168.02,4,0
Go HardDJ Khaled Featuring Kanye West & T-Pain,Explicit Content,272093,47,0.64,0.883,F,-4.011,minor,0.0497,0.00866,0,0.488,0.379,130.005,4,0
Go HomeStevie Wonder,No Explicit Content,318040,31,0.75,0.498,G,-15.939,minor,0.0372,0.141,0.0000561,0.135,0.857,119.238,4,0
Go InsaneLindsey Buckingham,No Explicit Content,185333,38,0.724,0.665,F,-12.048,minor,0.0314,0.0309,0.0000236,0.181,0.942,111.362,4,0
Go LegendBig Sean & Metro Boomin Featuring Travis Scott,Explicit Content,268946,65,0.656,0.564,C#/Db,-8.925,minor,0.0883,0.0167,1.39E-6,0.165,0.25,150.014,4,0
"Go LokoYG, Tyga & Jon Z",Explicit Content,299226,79,0.88,0.67,D,-5.188,major,0.0429,0.299,5.08E-6,0.0677,0.142,100.995,4,0
Go Now!The Moody Blues,No Explicit Content,191013,49,0.343,0.522,F,-10.082,minor,0.0348,0.385,0,0.132,0.693,119.911,3,0
Go On GirlNe-Yo,No Explicit Content,261426,63,0.624,0.538,E,-6.907,major,0.117,0.191,0,0.0917,0.593,167.935,4,0
Go OnGeorge Strait,No Explicit Content,201760,40,0.706,0.551,G#/Ab,-8.474,major,0.0241,0.454,0.00934,0.272,0.474,104.513,4,0
Go See The DoctorKool Moe Dee,No Explicit Content,333786,31,0.781,0.447,Bb,-13.725,minor,0.195,0.00502,0.000804,0.0352,0.736,89.264,4,0
Go WestVillage People,No Explicit Content,251466,37,0.74,0.705,C#/Db,-11.647,major,0.0396,0.0316,0.0000238,0.0607,0.866,127.968,4,0
Go Where You Wanna GoThe 5th Dimension,No Explicit Content,142200,18,0.544,0.52,G,-10.628,major,0.0333,0.512,0,0.132,0.915,114.321,4,0
Go With MeGene And Debbe,No Explicit Content,145200,6,0.703,0.594,C,-9.833,major,0.0342,0.0334,0,0.194,0.559,119.506,4,0
Go Your Own WayFleetwood Mac,No Explicit Content,223613,74,0.586,0.941,F,-5.139,major,0.0375,0.0167,0.000776,0.068,0.831,135.448,4,0
Go Your Own WayGlee Cast,No Explicit Content,221066,47,0.56,0.867,C#/Db,-4.801,major,0.0281,0.000273,0.0000425,0.135,0.594,136.237,4,0
Go!Common,Explicit Content,224160,53,0.842,0.775,Bb,-11.038,minor,0.222,0.0827,0.0000141,0.177,0.526,104.959,4,0
"Go, Jimmy, GoJimmy Clanton",No Explicit Content,126426,14,0.684,0.374,C,-12.037,major,0.0358,0.435,0,0.131,0.846,142.815,4,0
GoAsia,No Explicit Content,246760,22,0.47,0.859,C,-12.049,minor,0.0482,0.155,0.0492,0.723,0.452,132.201,4,0
God Bless AmericaConnie Francis,No Explicit Content,164280,21,0.267,0.316,Eb,-12.292,major,0.0329,0.515,0.0151,0.139,0.594,186.35,3,0
God Bless AmericaDaniel Rodriguez,No Explicit Content,168146,10,0.16,0.591,G#/Ab,-3.838,major,0.0381,0.93,0.0379,0.497,0.306,85.364,4,0
God Bless The ChildShania Twain,No Explicit Content,90733,31,0.413,0.0223,E,-14.562,major,0.0479,0.911,0,0.179,0.339,144.587,5,0
God Bless The USALee Greenwood,No Explicit Content,196933,46,0.368,0.45,F,-7.121,major,0.0276,0.156,0,0.107,0.184,139.217,4,0
God Bless Whoever Sent YouThe Originals,No Explicit Content,202226,7,0.459,0.518,F#,-10.824,major,0.0374,0.483,0.0000128,0.0435,0.409,131.005,4,0
God Blessed TexasLittle Texas,No Explicit Content,208733,60,0.648,0.766,A,-8.514,major,0.0326,0.232,0.0000154,0.121,0.971,128.798,4,0
God Gave Me YouBlake Shelton,No Explicit Content,229533,64,0.483,0.844,D,-5.043,major,0.0314,0.00481,0.0000729,0.405,0.543,151.977,4,0
"God In MeMary Mary Featuring Kierra ""KiKi"" Sheard",No Explicit Content,192680,50,0.673,0.673,F,-5.824,minor,0.0948,0.0336,0,0.214,0.428,176.088,4,0
God Is A WomanAriana Grande,No Explicit Content,213068,62,0.602,0.658,C#/Db,-5.934,major,0.0558,0.0233,0.00006,0.237,0.268,145.031,4,0
God IsKanye West,No Explicit Content,104591,87,0.529,0.9,C#/Db,-3.503,major,0.418,0.000248,0.0000121,0.0426,0.434,180.291,4,0
God Knows I Love YouNancy Sinatra,No Explicit Content,191355,7,0.508,0.438,C,-6.833,major,0.0293,0.813,0,0.12,0.429,85.786,4,0
God Love HerToby Keith,No Explicit Content,216626,51,0.551,0.919,Bb,-3.895,major,0.0529,0.133,0.0000836,0.0637,0.432,125.025,4,0
God Made GirlsRaeLynn,No Explicit Content,215013,56,0.488,0.917,Eb,-2.939,major,0.0291,0.0897,3.25E-6,0.135,0.772,156.053,4,0
God Must Be BusyBrooks & Dunn,No Explicit Content,231440,32,0.456,0.469,A,-7.688,major,0.0311,0.101,0.000065,0.317,0.272,78.513,4,0
God Must Have Spent A Little More Time On YouAlabama Featuring 'N Sync,No Explicit Content,278440,49,0.607,0.507,Bb,-8.294,major,0.0242,0.112,0,0.103,0.275,84.938,4,0
God Only KnowsJordan Smith & Adam Levine,No Explicit Content,168560,34,0.538,0.573,F#,-3.628,minor,0.03,0.434,0,0.109,0.597,117.942,4,0
God Only KnowsThe Beach Boys,No Explicit Content,173040,72,0.521,0.487,F#,-7.525,minor,0.0299,0.253,0,0.0579,0.483,117.072,4,0
God Only Knowsfor KING & COUNTRY,No Explicit Content,229760,65,0.597,0.417,D,-7.952,major,0.0502,0.395,8.35E-6,0.128,0.263,143.839,4,0
God's CountryBlake Shelton,No Explicit Content,205106,77,0.538,0.752,Bb,-5.106,major,0.0396,0.0608,5.39E-6,0.118,0.217,139.984,4,0
God's PlanDrake,Explicit Content,198973,87,0.754,0.449,G,-9.211,major,0.109,0.0332,0.0000829,0.552,0.357,77.169,4,1
God's WillMartina McBride,No Explicit Content,349333,41,0.398,0.332,C#/Db,-9.106,major,0.0317,0.587,0,0.0846,0.191,121.531,3,0
"God, Country And My BabyJohnny Burnette",No Explicit Content,132466,8,0.486,0.526,B,-9.835,major,0.0415,0.21,0.00183,0.604,0.585,121.157,4,0
"God, Love And Rock & RollTeegarden & Van Winkle",No Explicit Content,181600,5,0.568,0.69,F,-7.604,major,0.0379,0.307,0.0204,0.201,0.871,129.114,4,0
"God, Your Mama, And MeFlorida Georgia Line Featuring Backstreet Boys",No Explicit Content,183413,67,0.439,0.802,G,-3.644,major,0.054,0.333,0,0.377,0.725,168.032,4,0
God.Kendrick Lamar,Explicit Content,248826,65,0.706,0.557,C,-5.8,major,0.0813,0.0347,0,0.276,0.205,132.98,4,0
GodTori Amos,No Explicit Content,234293,37,0.678,0.713,G#/Ab,-10.031,major,0.0352,0.399,6.75E-6,0.249,0.941,151.609,4,0
Goin' AwayThe Fireballs,No Explicit Content,152440,0,0.6,0.479,F,-16.036,major,0.0318,0.00921,0.906,0.161,0.961,125.906,4,0
Goin' BackThe Byrds,No Explicit Content,205840,49,0.496,0.449,E,-10.23,major,0.0277,0.364,8.48E-6,0.12,0.547,116.181,4,0
Goin' Crazy!David Lee Roth,No Explicit Content,190106,39,0.374,0.889,G,-4.348,major,0.0409,0.00137,0.00364,0.0586,0.643,134.385,4,0
Goin' CrazyNatalie,No Explicit Content,294093,51,0.601,0.544,C#/Db,-7.351,major,0.0252,0.673,0.0086,0.0796,0.3,105.941,4,0
"Goin' Down SlowBobby ""Blue"" Bland",No Explicit Content,223906,18,0.67,0.682,C,-7.185,major,0.0526,0.602,0.551,0.264,0.796,79.816,4,0
Goin' HomeThe Osmonds,No Explicit Content,148866,16,0.521,0.812,D,-10.959,major,0.0309,0.117,0.0345,0.175,0.961,144.566,4,0
Goin' OnThe Beach Boys,No Explicit Content,181826,15,0.592,0.607,Bb,-9.497,major,0.0264,0.0456,0.0000252,0.363,0.62,105.198,3,0
