SongID,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,hit
Stuff Like ThatQuincy Jones,No Explicit Content,378173,39,0.823,0.84,D,-7.438,major,0.0349,0.21,0.0022,0.0614,0.949,120.955,4,0
Stumblin' InSuzi Quatro & Chris Norman,No Explicit Content,239529,62,0.761,0.723,G,-10.549,major,0.0313,0.126,0.000292,0.345,0.923,129.269,4,0
Stunt 101G Unit,Explicit Content,232226,57,0.694,0.778,E,-1.492,major,0.395,0.167,0,0.065,0.518,95.475,4,0
Stuntin' Like My DaddyBirdman & Lil Wayne,Explicit Content,267293,60,0.732,0.872,F,-6.816,minor,0.0403,0.00932,0,0.179,0.818,160.015,4,0
Stunting Ain't NuthinGucci Mane Featuring Slim Jxmmi & Young Dolph,Explicit Content,316053,58,0.86,0.71,G,-5.705,major,0.285,0.177,0,0.0865,0.764,122.993,4,0
Stupid BoyCassadee Pope,No Explicit Content,219040,42,0.465,0.395,Bb,-4.956,major,0.0322,0.872,0,0.192,0.252,139.169,4,0
Stupid BoyKeith Urban,No Explicit Content,376386,50,0.5,0.609,Eb,-7.215,major,0.0326,0.0822,0.000255,0.341,0.562,145.884,4,0
Stupid CupidConnie Francis,No Explicit Content,133746,50,0.609,0.794,Eb,-4.739,major,0.0389,0.734,0.0000618,0.0479,0.968,136.036,4,0
Stupid GirlCold,No Explicit Content,189853,54,0.436,0.869,G,-4.378,major,0.065,0.000126,0.0000623,0.0896,0.243,138.812,3,0
Stupid GirlGarbage,No Explicit Content,258133,54,0.588,0.804,B,-4.006,major,0.0333,0.00336,0.00172,0.0358,0.736,120.015,4,0
Stupid GirlsP!nk,Explicit Content,197173,60,0.689,0.886,E,-5.045,minor,0.0639,0.000739,0.00187,0.0524,0.568,100.029,4,0
Stupid HoeNicki Minaj,Explicit Content,196893,54,0.879,0.83,G,-5.941,major,0.275,0.0289,0.131,0.204,0.719,100.014,4,0
StutterElastica,No Explicit Content,142200,36,0.171,0.974,B,-3.054,major,0.073,0.0444,0.374,0.306,0.384,172.381,3,0
StutterJoe Featuring Mystikal,No Explicit Content,213026,53,0.767,0.759,F#,-6.516,major,0.117,0.0513,0,0.31,0.677,89.989,4,1
StutterMaroon 5,No Explicit Content,196920,40,0.711,0.882,C#/Db,-2.772,minor,0.0333,0.0171,0,0.111,0.813,119.991,4,0
StyleTaylor Swift,No Explicit Content,231000,64,0.598,0.786,D,-5.572,major,0.0382,0.00256,0.00143,0.117,0.456,95.021,4,0
SuavecitoMalo,No Explicit Content,395200,50,0.562,0.561,B,-10.954,minor,0.0342,0.412,0.0000198,0.0924,0.665,113.969,4,0
SuavementeElvis Crespo,No Explicit Content,266306,68,0.809,0.883,G#/Ab,-2.965,major,0.0689,0.238,0.00234,0.0625,0.918,124.096,4,0
"Subeme La RadioEnrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",No Explicit Content,208162,75,0.684,0.823,A,-3.297,minor,0.0773,0.0744,0,0.111,0.647,91.048,4,0
SubstituteClout,No Explicit Content,209186,47,0.703,0.726,E,-7.089,major,0.0245,0.0108,0,0.161,0.785,103.019,4,0
Subterranean Homesick BluesBob Dylan,No Explicit Content,141293,58,0.576,0.727,E,-9.973,minor,0.05,0.702,0,0.324,0.751,173.854,4,0
SuburbiaPet Shop Boys,No Explicit Content,307466,43,0.663,0.867,C,-6.534,major,0.0469,0.0165,0.00731,0.261,0.934,123.948,4,0
SuccessfulDrake Featuring Trey Songz & Lil Wayne,Explicit Content,375050,64,0.562,0.544,G#/Ab,-5.065,major,0.369,0.536,0,0.17,0.231,159.517,4,0
Such A NightDr. John,No Explicit Content,177733,55,0.829,0.248,F,-16.94,major,0.169,0.531,0,0.0732,0.786,121.444,4,0
Such A ShameTalk Talk,No Explicit Content,335533,52,0.605,0.69,Eb,-11.003,minor,0.0295,0.198,0.00132,0.291,0.694,112.005,4,0
Such A WomanTycoon,No Explicit Content,261360,12,0.507,0.564,D,-9.53,minor,0.0388,0.465,0,0.0552,0.4,126.734,4,0
"Sucker For PainLil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",Explicit Content,243490,79,0.502,0.786,A,-4.378,minor,0.317,0.255,0,0.65,0.739,169.021,4,0
SuckerJonas Brothers,No Explicit Content,181026,87,0.842,0.734,C#/Db,-5.065,minor,0.0588,0.0427,0,0.106,0.952,137.958,4,1
Sudden StopPercy Sledge,No Explicit Content,168866,23,0.467,0.181,E,-13.016,major,0.0277,0.333,4.54E-6,0.137,0.362,69.482,4,0
Suddenly I SeeKT Tunstall,No Explicit Content,201706,69,0.587,0.767,C,-5.713,major,0.0449,0.225,0,0.112,0.664,100.38,4,0
Suddenly I'm All AloneWalter Jackson,No Explicit Content,177666,12,0.444,0.421,Eb,-12.598,major,0.0358,0.837,0.000142,0.262,0.47,141.274,4,0
Suddenly Last SummerThe Motels,No Explicit Content,222000,43,0.716,0.753,D,-5.682,major,0.0286,0.162,0.0306,0.0831,0.561,120.141,4,0
Suddenly You Love MeThe Tremeloes,No Explicit Content,165026,31,0.56,0.918,D,-3.789,major,0.0606,0.0609,0,0.16,0.74,105.591,4,0
SuddenlyBilly Ocean,No Explicit Content,234706,59,0.496,0.339,Bb,-9.512,minor,0.0317,0.735,0,0.115,0.201,129.486,4,0
SuddenlyOlivia Newton-John & Cliff Richard,No Explicit Content,240133,45,0.581,0.419,G#/Ab,-11.319,major,0.0314,0.163,5.38E-6,0.11,0.303,136.423,4,0
Suds In The BucketSara Evans,No Explicit Content,227266,60,0.511,0.903,Bb,-3.163,major,0.0397,0.052,0.000529,0.304,0.898,161.992,4,0
Sue's Gotta Be MineDel Shannon,No Explicit Content,121666,16,0.683,0.635,Eb,-6.488,major,0.0356,0.364,0,0.122,0.835,132.145,4,0
SuffocateJ. Holiday,No Explicit Content,220053,60,0.458,0.445,A,-8.391,minor,0.361,0.64,0,0.118,0.447,82.82,5,0
Suga SugaBaby Bash Featuring Frankie J,No Explicit Content,239026,73,0.701,0.75,F,-3.191,minor,0.274,0.657,3.13E-6,0.0845,0.515,82.531,4,0
"Sugar (Gimme Some)Trick Daddy Featuring Ludacris, Lil' Kim & Cee-Lo",Explicit Content,245106,55,0.822,0.673,E,-6.141,minor,0.228,0.144,0,0.323,0.85,120.02,4,0
Sugar And SpiceThe Searchers,No Explicit Content,136720,37,0.547,0.86,C,-4.932,major,0.0322,0.473,0,0.0479,0.87,143.598,4,0
Sugar BabeBuster Brown,No Explicit Content,147229,5,0.581,0.77,E,-7.74,major,0.0646,0.423,6.58E-6,0.25,0.924,82.414,4,0
Sugar Baby LoveThe Rubettes,No Explicit Content,209893,30,0.402,0.827,C,-5.855,major,0.0396,0.0347,0.00016,0.387,0.817,132.995,4,0
Sugar BeeCleveland Crochet and Band,No Explicit Content,154506,3,0.656,0.499,G,-13.607,major,0.0641,0.498,4.52E-6,0.0564,0.901,141.073,4,0
Sugar BluesAce Cannon,No Explicit Content,115106,2,0.656,0.383,F,-9.857,major,0.0353,0.701,0.83,0.317,0.658,80.714,4,0
Sugar DaddyJackson 5,No Explicit Content,151666,37,0.803,0.858,C#/Db,-3.859,major,0.0752,0.228,0,0.269,0.961,95.995,4,0
Sugar DaddyThompson Twins,No Explicit Content,211800,26,0.724,0.569,C,-11.888,major,0.0282,0.157,0.00498,0.038,0.923,109.936,4,0
Sugar Don't BiteSam Harris,No Explicit Content,245680,6,0.832,0.818,C#/Db,-8.346,major,0.0294,0.0507,0.0000107,0.0425,0.975,120.704,4,0
Sugar DumplingSam Cooke,No Explicit Content,165173,33,0.6,0.577,Bb,-9.984,major,0.0427,0.696,0,0.0774,0.961,127.379,4,0
Sugar HillAZ,Explicit Content,249760,52,0.683,0.648,G#/Ab,-7.332,major,0.188,0.000693,6.29E-6,0.0693,0.532,181.874,4,0
Sugar MagnoliaGrateful Dead,No Explicit Content,197306,50,0.589,0.62,C#/Db,-9.259,minor,0.0431,0.166,8.12E-6,0.153,0.65,154.621,4,0
Sugar On SundayThe Clique,No Explicit Content,190200,14,0.744,0.64,C,-8.575,major,0.0301,0.0411,0.0101,0.0359,0.9,102.658,4,0
Sugar ShackJimmy Gilmer And The Fireballs,No Explicit Content,123693,50,0.792,0.804,G,-7.484,major,0.0659,0.225,5.01E-6,0.065,0.879,132.852,4,1
Sugar TownNancy Sinatra,No Explicit Content,146468,52,0.727,0.382,G,-11.786,major,0.0408,0.664,0,0.076,0.62,108.213,4,0
Sugar WallsSheena Easton,No Explicit Content,241600,34,0.744,0.55,Bb,-12.689,major,0.0554,0.0746,0.000042,0.0353,0.853,126.51,4,0
Sugar WraithPost Malone,Explicit Content,228146,74,0.6,0.767,F,-4.232,minor,0.0868,0.26,0,0.0979,0.291,164.079,4,0
"Sugar, SugarThe Archies",No Explicit Content,167186,68,0.736,0.871,D,-2.786,major,0.0278,0.466,0,0.108,0.967,122.395,4,1
"Sugar, We're Goin' DownFall Out Boy",No Explicit Content,229093,78,0.499,0.824,G,-4.741,major,0.0794,0.00898,0,0.163,0.699,161.977,4,0
SugarFlo Rida Featuring Wynter,No Explicit Content,252933,54,0.738,0.868,C#/Db,-4.15,major,0.0348,0.0371,0,0.294,0.199,130.003,4,0
SugarMaroon 5,Explicit Content,235493,81,0.748,0.788,C#/Db,-7.055,major,0.0334,0.0591,0,0.0863,0.884,120.076,4,0
SugarRobin Schulz Featuring Francesco Yates,No Explicit Content,219043,77,0.636,0.815,F,-5.098,minor,0.0581,0.0185,0,0.163,0.636,123.063,4,0
SugareeJerry Garcia,No Explicit Content,352964,53,0.663,0.494,C#/Db,-11.822,minor,0.0485,0.0914,0.0000254,0.123,0.672,86.573,4,0
SugareeRusty York,No Explicit Content,160733,8,0.483,0.615,C#/Db,-11.196,minor,0.031,0.111,0.0000136,0.133,0.966,144.719,4,0
SugeDaBaby,Explicit Content,163320,87,0.876,0.662,D,-6.482,minor,0.426,0.0608,0,0.127,0.844,75.445,4,0
SuicidalYNW Melly,Explicit Content,222997,88,0.736,0.369,A,-9.682,minor,0.0688,0.334,0,0.126,0.235,140.005,4,0
Suicide BlondeINXS,No Explicit Content,232009,48,0.644,0.97,D,-3.166,major,0.111,0.00274,0.000234,0.295,0.634,120.328,4,0
Suit & TieJustin Timberlake Featuring JAY Z,Explicit Content,326280,68,0.795,0.596,B,-3.799,minor,0.219,0.103,0,0.164,0.357,101.985,4,0
"Suite: Judy Blue EyesCrosby, Stills & Nash",No Explicit Content,444053,67,0.451,0.364,A,-13.126,major,0.0436,0.469,0,0.197,0.298,154.206,4,0
SukiyakiA Taste Of Honey,No Explicit Content,223200,37,0.583,0.415,Eb,-8.854,major,0.0301,0.827,0.0000339,0.138,0.245,136.065,4,0
SukiyakiKyu Sakamoto,No Explicit Content,189520,52,0.415,0.359,G,-11.094,major,0.0334,0.707,0.0000653,0.319,0.404,146.029,4,1
Sultans Of SwingDire Straits,No Explicit Content,350400,67,0.73,0.868,F,-7.325,major,0.0288,0.0632,0.0661,0.318,0.923,148.217,4,0
Summer (The First Time)Bobby Goldsboro,No Explicit Content,281000,45,0.268,0.344,E,-15.614,major,0.0454,0.624,0.0271,0.342,0.429,168.677,4,0
Summer And SandyLesley Gore,No Explicit Content,175933,5,0.533,0.649,C,-11.156,minor,0.0402,0.63,0.000388,0.362,0.516,129.81,4,0
Summer BreezeSeals & Crofts,No Explicit Content,205480,67,0.501,0.474,F,-10.041,major,0.0386,0.611,0.0298,0.0667,0.35,88.609,4,0
Summer BunniesR. Kelly,No Explicit Content,254506,32,0.686,0.806,F#,-6.828,minor,0.299,0.317,0,0.0387,0.694,191.767,4,0
Summer DaysMartin Garrix Featuring Macklemore & Patrick Stump,Explicit Content,163804,84,0.661,0.723,F,-6.976,minor,0.0566,0.179,0.0000123,0.14,0.316,113.778,4,0
Summer DreamsThe McGuire Sisters,No Explicit Content,174000,2,0.206,0.263,Bb,-12.774,major,0.0348,0.785,0,0.114,0.256,77.745,3,0
Summer GamesDrake,No Explicit Content,247893,66,0.775,0.482,C#/Db,-11.269,major,0.0357,0.477,0.0456,0.11,0.134,136.016,4,0
Summer GirlsLFO,No Explicit Content,257333,58,0.814,0.808,G,-5.034,major,0.155,0.161,0,0.0616,0.738,99.816,4,0
Summer In The CityThe Lovin' Spoonful,No Explicit Content,160306,64,0.423,0.681,Bb,-9.756,major,0.0397,0.0592,0.000177,0.0889,0.559,110.461,4,1
Summer LoveJustin Timberlake,No Explicit Content,252973,63,0.606,0.591,C,-7.228,minor,0.087,0.0756,0,0.328,0.477,95.802,4,0
Summer Means FunBruce & Terry,No Explicit Content,139866,6,0.476,0.633,F,-9.105,major,0.0306,0.417,0,0.152,0.964,77.69,4,0
Summer NightsGlee Cast,No Explicit Content,216053,43,0.787,0.655,D,-4.978,major,0.05,0.534,0,0.195,0.589,124.181,4,0
Summer NightsJohn Travolta & Olivia Newton-John & Cast,No Explicit Content,216906,69,0.747,0.663,D,-9.415,major,0.0545,0.62,0.0000524,0.0861,0.606,124.336,4,0
Summer NightsLil Rob,Explicit Content,269160,59,0.472,0.672,Bb,-4.997,minor,0.212,0.358,0,0.108,0.392,81.813,4,0
Summer NightsMarianne Faithfull,No Explicit Content,106160,12,0.563,0.529,C,-14.182,major,0.0485,0.25,3.82E-6,0.0473,0.737,126.435,4,0
Summer NightsRascal Flatts,No Explicit Content,242026,54,0.539,0.885,D,-4.84,major,0.037,0.0202,0,0.571,0.699,102.089,4,0
Summer NightsSurvivor,No Explicit Content,248093,16,0.501,0.382,D,-13.743,major,0.0316,0.127,0,0.301,0.601,132.145,4,0
Summer Of '42Biddu Orchestra,No Explicit Content,223506,17,0.571,0.638,F,-8.455,minor,0.0595,0.000832,0.88,0.0818,0.556,132.15,4,0
Summer Of '69Bryan Adams,No Explicit Content,216053,81,0.508,0.834,D,-6.205,major,0.0386,0.0183,0,0.0732,0.774,139.131,4,0
Summer RainBelinda Carlisle,No Explicit Content,332400,40,0.733,0.797,F,-9.203,major,0.03,0.0561,1.04E-6,0.0624,0.936,128.858,4,0
Summer RainCarl Thomas,No Explicit Content,232560,53,0.667,0.627,F#,-10.488,minor,0.0654,0.0972,0.0000519,0.111,0.784,186.081,4,0
Summer RainJohnny Rivers,No Explicit Content,232426,42,0.514,0.533,E,-12.024,minor,0.033,0.25,0.00428,0.575,0.626,117.684,4,0
Summer Samba (So Nice)Walter Wanderley,No Explicit Content,186960,35,0.746,0.529,A,-10.293,minor,0.0312,0.714,0.000636,0.108,0.839,130.531,4,0
Summer SandDawn,No Explicit Content,178973,15,0.656,0.511,F#,-10.042,major,0.0305,0.111,0,0.0657,0.921,115.899,4,0
Summer Side Of LifeGordon Lightfoot,No Explicit Content,243933,32,0.481,0.551,D,-9.569,major,0.0246,0.529,0.00715,0.372,0.675,90.602,4,0
Summer SixteenDrake,Explicit Content,202450,60,0.592,0.455,C#/Db,-7.698,major,0.393,0.00322,0.0000372,0.154,0.0633,146.316,4,0
Summer SoundsRobert Goulet,No Explicit Content,123560,11,0.486,0.571,Bb,-11.892,major,0.0347,0.837,0,0.616,0.684,121.894,4,0
Summer VacationThe Party,No Explicit Content,237913,0,0.785,0.703,B,-7.861,minor,0.0343,0.012,0.85,0.14,0.507,124.007,4,0
Summer WindFrank Sinatra,No Explicit Content,178253,56,0.384,0.368,F,-9.202,minor,0.0319,0.35,0,0.17,0.548,86.583,4,0
Summer WindWayne Newton,No Explicit Content,157760,17,0.469,0.327,F#,-15.184,major,0.0343,0.432,0,0.269,0.556,114.647,4,0
Summer's GonePaul Anka,No Explicit Content,142066,32,0.313,0.248,Eb,-11.578,major,0.0319,0.9,6.34E-6,0.106,0.337,135.744,3,0
SummerCalvin Harris,No Explicit Content,222533,80,0.596,0.856,E,-3.556,minor,0.0346,0.0211,0.0178,0.141,0.743,127.949,4,0
SummerThe Carters,No Explicit Content,285200,53,0.592,0.569,Bb,-6.374,major,0.0634,0.12,0.0000175,0.251,0.562,135.414,4,0
SummerWar,No Explicit Content,399040,41,0.612,0.588,G,-6.811,major,0.0351,0.251,0.000425,0.0658,0.703,104.723,4,0
SummergirlsDino,No Explicit Content,376573,28,0.759,0.593,A,-15.279,minor,0.0893,0.00198,0.0567,0.175,0.792,121.357,4,0
Summertime BluesBlue Cheer,No Explicit Content,226906,38,0.456,0.514,G,-9.733,minor,0.053,0.462,0.00037,0.268,0.657,138.377,4,0
Summertime BluesEddie Cochran,No Explicit Content,119360,62,0.715,0.882,B,-8.61,minor,0.0593,0.123,0.107,0.175,0.957,156.571,4,0
Summertime BluesThe Who,No Explicit Content,155680,35,0.542,0.832,A,-3.92,major,0.0464,0.0349,0.000052,0.144,0.877,146.348,4,0
Summertime GirlsY&T,No Explicit Content,187373,0,0.203,0.961,E,-2.904,major,0.0558,0.0763,0.0033,0.19,0.814,186.954,4,0
Summertime MagicChildish Gambino,No Explicit Content,213600,72,0.76,0.579,C,-7.374,major,0.0569,0.0129,0.00351,0.106,0.125,100.01,4,0
Summertime SadnessLana Del Rey & Cedric Gervais,No Explicit Content,265427,64,0.565,0.654,C#/Db,-6.826,minor,0.0335,0.0542,1.8E-6,0.122,0.235,111.968,4,0
Summertime SummertimeCorina,No Explicit Content,225533,21,0.785,0.548,G,-7.252,major,0.0582,0.00919,0.000157,0.436,0.347,132.01,4,0
"Summertime, SummertimeNocera",No Explicit Content,206613,41,0.74,0.911,Bb,-4.146,minor,0.0866,0.014,0.46,0.122,0.876,115.828,4,0
"Summertime, SummertimeThe Jamies",No Explicit Content,118413,18,0.656,0.563,F,-6.844,major,0.0652,0.625,0,0.0521,0.966,204.346,4,0
SummertimeBilly Stewart,No Explicit Content,254866,41,0.665,0.793,G,-6.739,minor,0.0458,0.702,0.000345,0.11,0.801,113.311,4,0
SummertimeKenny Chesney,No Explicit Content,206586,56,0.48,0.928,E,-5.501,major,0.0899,0.169,0,0.0479,0.713,167.986,4,0
SummertimeNew Kids On The Block,No Explicit Content,202413,43,0.561,0.769,E,-7.378,major,0.163,0.0116,0,0.0694,0.73,167.988,4,0
SummertimeThe Marcels,No Explicit Content,133800,8,0.55,0.847,Bb,-6.379,major,0.0354,0.623,0.0000151,0.119,0.89,125.892,4,0
Sun AriseRolf Harris,No Explicit Content,146293,16,0.537,0.378,F,-12.787,major,0.0569,0.874,0,0.108,0.703,110.508,4,0
Sun DazeFlorida Georgia Line,No Explicit Content,184706,62,0.477,0.952,E,-3.715,major,0.0402,0.103,2.38E-6,0.441,0.867,170.099,4,0
"Sun GoddessRamsey Lewis And Earth, Wind & Fire",No Explicit Content,507373,15,0.547,0.891,E,-9.119,minor,0.0573,0.172,0.00375,0.0506,0.534,92.416,4,0
Sun's Gonna RiseSass Jordan,No Explicit Content,173313,7,0.448,0.627,B,-7.472,minor,0.0283,0.0866,8.35E-6,0.125,0.493,80.19,4,0
SuncityKhalid Featuring Empress Of,No Explicit Content,189493,73,0.694,0.63,G,-6.84,minor,0.162,0.0998,0.000635,0.12,0.341,90.045,4,0
Sunday And MeJay & The Americans,No Explicit Content,175800,18,0.394,0.536,Bb,-10.762,major,0.0572,0.749,0,0.244,0.382,134.67,4,0
Sunday For TeaPeter And Gordon,No Explicit Content,142320,14,0.589,0.426,F,-8.021,major,0.0335,0.717,0,0.0586,0.562,61.698,4,0
Sunday Mornin'Spanky And Our Gang,No Explicit Content,232800,20,0.297,0.546,G,-8.204,major,0.0317,0.78,0.00542,0.191,0.393,99.056,4,0
Sunday Morning Coming DownJohnny Cash,No Explicit Content,247906,54,0.408,0.414,G#/Ab,-11.754,major,0.0264,0.526,0.0000656,0.903,0.832,78.747,4,0
Sunday Morning SunshineHarry Chapin,No Explicit Content,224373,26,0.634,0.421,E,-8.928,major,0.0345,0.734,0,0.154,0.452,125.813,4,0
"Sunday MorningEarth, Wind & Fire",No Explicit Content,251866,28,0.613,0.783,G#/Ab,-9.55,minor,0.0353,0.00408,4.65E-6,0.0446,0.83,159.291,4,0
Sunday MorningMaroon 5,No Explicit Content,244880,72,0.605,0.782,C,-5.165,major,0.0543,0.0651,0,0.0702,0.801,88.051,4,0
Sunday SunNeil Diamond,No Explicit Content,167386,27,0.525,0.583,D,-8.712,major,0.0287,0.0669,0,0.128,0.742,124.054,4,0
Sunday SunriseAnne Murray,No Explicit Content,196400,5,0.645,0.753,Bb,-6.918,major,0.0289,0.0245,0,0.0523,0.915,117.672,4,0
Sunday Will Never Be The SameSpanky And Our Gang,No Explicit Content,180306,35,0.477,0.671,D,-6.378,major,0.0379,0.532,0,0.331,0.78,121.452,4,0
SundayThe Moments,No Explicit Content,167440,19,0.347,0.331,D,-10.494,major,0.0314,0.307,0.0000604,0.176,0.361,121.72,4,0
SundownGordon Lightfoot,No Explicit Content,213400,63,0.794,0.427,B,-15.492,major,0.029,0.334,0.0000104,0.0703,0.751,105.732,4,1
SunflowerGlen Campbell,No Explicit Content,171333,36,0.755,0.786,G,-9.451,major,0.0305,0.115,0.00161,0.183,0.979,129.381,4,0
Sunglasses At NightCorey Hart,No Explicit Content,320573,61,0.686,0.609,Bb,-11.469,minor,0.0444,0.258,0.00015,0.113,0.719,127.736,4,0
Sunny AfternoonThe Kinks,No Explicit Content,210525,68,0.595,0.465,D,-8.412,minor,0.026,0.102,0,0.0641,0.492,124.991,4,0
Sunny And 75Joe Nichols,No Explicit Content,206946,57,0.531,0.893,C,-4.422,major,0.055,0.184,1.01E-6,0.101,0.323,120.045,4,0
Sunny Came HomeShawn Colvin,No Explicit Content,264200,58,0.554,0.58,B,-8.05,minor,0.0322,0.344,0.00842,0.0989,0.402,167.83,4,0
Sunny DaysLighthouse,No Explicit Content,256413,34,0.605,0.413,G,-8.031,major,0.0326,0.481,0,0.114,0.553,115.313,4,0
SunnyBobby Hebb,No Explicit Content,165066,62,0.711,0.347,E,-10.955,minor,0.0394,0.93,0.0134,0.403,0.661,128.474,4,0
SunnyNeil Sedaka,No Explicit Content,156760,6,0.606,0.661,D,-8.612,major,0.0354,0.571,0,0.135,0.866,119.881,4,0
"Sunrise, Sunburn, SunsetLuke Bryan",No Explicit Content,216093,71,0.472,0.884,A,-2.306,major,0.0584,0.185,0,0.178,0.718,159.96,4,0
SunriseEric Carmen,No Explicit Content,322373,22,0.288,0.797,C,-7.806,minor,0.0562,0.109,0.00686,0.146,0.198,128.08,4,0
Sunset GrillDon Henley,No Explicit Content,379000,42,0.56,0.573,G#/Ab,-12.094,major,0.0273,0.0877,0.0000254,0.0646,0.437,91.897,4,0
Sunset StripRay Stevens,No Explicit Content,217266,5,0.21,0.386,G,-15.561,minor,0.0484,0.614,0.0000209,0.269,0.396,167.514,4,0
Sunshine & WhiskeyFrankie Ballard,No Explicit Content,182400,66,0.67,0.737,A,-6.794,major,0.0434,0.223,0,0.325,0.754,92.983,4,0
Sunshine And SummertimeFaith Hill,No Explicit Content,207173,34,0.638,0.807,C#/Db,-6.489,major,0.032,0.0731,0,0.0594,0.778,118.997,4,0
Sunshine GirlThe Parade,No Explicit Content,166213,14,0.454,0.405,G,-12.189,major,0.0389,0.144,0.00513,0.0728,0.452,139.185,4,0
Sunshine In The ShadeThe Fixx,No Explicit Content,146706,23,0.554,0.771,Bb,-13.762,minor,0.0369,0.0856,0.0579,0.0694,0.968,150.847,4,0
Sunshine Of Your LoveCream,No Explicit Content,250000,75,0.684,0.481,D,-12.59,major,0.0384,0.475,0.0000657,0.118,0.784,115.078,4,0
Sunshine On My ShouldersJohn Denver,No Explicit Content,311893,60,0.322,0.168,Bb,-13.893,major,0.0336,0.915,0.000223,0.117,0.259,146.68,4,1
Sunshine SupermanDonovan,No Explicit Content,195000,60,0.629,0.677,C#/Db,-7.239,major,0.0299,0.122,9.72E-6,0.0962,0.627,132.783,4,1
"Sunshine, Lollipops And RainbowsLesley Gore",No Explicit Content,96000,52,0.628,0.643,G,-8.684,major,0.0617,0.703,0,0.523,0.967,119.571,4,0
SunshineCoko,No Explicit Content,247733,36,0.595,0.815,G,-4.034,major,0.0357,0.166,0.0000995,0.339,0.437,94.905,4,0
SunshineDino,No Explicit Content,229000,9,0.73,0.52,F,-14.76,major,0.0612,0.0624,0.000554,0.375,0.956,104.367,4,0
SunshineEnchantment,No Explicit Content,292173,41,0.374,0.684,E,-6.472,major,0.0639,0.277,0.0158,0.159,0.742,148.373,4,0
SunshineJay-Z Featuring Babyface And Foxy Brown,Explicit Content,283360,49,0.717,0.799,F#,-6.467,minor,0.283,0.00752,0.0000457,0.133,0.698,90.724,4,0
SunshineJonathan Edwards,No Explicit Content,138733,52,0.705,0.359,Bb,-15.388,major,0.0649,0.335,0,0.0968,0.837,125.31,4,0
SunshineLil' Flip Featuring Lea,Explicit Content,225173,61,0.814,0.387,C,-9.867,major,0.0945,0.0248,0,0.131,0.792,93.961,4,0
SunshineMickey Newbury,No Explicit Content,266386,9,0.456,0.291,G,-18.136,major,0.0375,0.426,5.37E-6,0.0923,0.481,124.736,4,0
SunshineThe Archies,No Explicit Content,193266,17,0.725,0.896,C,-2.364,major,0.0509,0.552,0,0.117,0.961,116.379,4,0
Sup MateYoung Thug Featuring Future,Explicit Content,238026,66,0.874,0.552,C#/Db,-7.951,major,0.271,0.000786,0.286,0.144,0.521,147.043,4,0
Supa StarGroup Home,Explicit Content,321626,43,0.707,0.776,E,-7.378,minor,0.278,0.0195,2.05E-6,0.216,0.379,91.283,4,0
SupastarsMigos,Explicit Content,293137,59,0.781,0.676,C#/Db,-4.387,major,0.0596,0.25,0,0.0783,0.328,75.944,4,0
Super Bad (Part 1 & Part 2)James Brown,No Explicit Content,556453,16,0.758,0.975,D,-3.097,major,0.0819,0.471,0.0864,0.286,0.77,125.923,4,0
Super BassNicki Minaj,Explicit Content,200013,72,0.72,0.861,B,-4.339,major,0.209,0.269,5.11E-6,0.601,0.669,126.991,4,0
Super HighRick Ross Featuring Ne-Yo,Explicit Content,226493,41,0.581,0.714,E,-6.637,minor,0.195,0.00981,0,0.216,0.563,166.089,4,0
Super TrapperFuture,Explicit Content,230129,52,0.816,0.414,C#/Db,-7.953,major,0.119,0.423,0,0.125,0.197,150.008,4,0
Super TrouperABBA,No Explicit Content,254600,60,0.764,0.626,C,-8.274,major,0.0288,0.457,6.35E-6,0.172,0.961,118.324,4,0
SuperflyCurtis Mayfield,No Explicit Content,233600,55,0.784,0.708,D,-9.141,major,0.11,0.457,0.000075,0.0913,0.749,120.109,4,0
SuperheroDaze,No Explicit Content,204733,53,0.567,0.983,F,-5.01,minor,0.0427,0.0081,0.0000121,0.107,0.717,135.041,4,0
SuperheroesThe Script,No Explicit Content,245466,76,0.491,0.885,Eb,-4.121,major,0.0395,0.00219,0,0.0741,0.641,166.992,4,0
Superman (It's Not Easy)Five For Fighting,No Explicit Content,221693,70,0.382,0.416,C,-9.303,major,0.0302,0.0733,0,0.0719,0.125,102.089,4,0
Superman's SongCrash Test Dummies,No Explicit Content,271209,44,0.406,0.124,Bb,-19.825,major,0.0342,0.613,1.08E-6,0.108,0.316,168.4,4,0
SupermanBrown Boy,No Explicit Content,231146,49,0.667,0.468,A,-8.839,minor,0.108,0.337,0,0.239,0.423,77.992,4,0
SupermanCeli Bee & The Buzzy Bunch,No Explicit Content,328586,21,0.855,0.427,D,-12.5,major,0.0622,0.00689,0.125,0.231,0.835,118.474,4,0
SupermanDonna Fargo,No Explicit Content,147173,12,0.611,0.676,B,-11.581,major,0.0457,0.52,3.85E-6,0.283,0.954,99.769,4,0
SupermanEminem,Explicit Content,350320,73,0.803,0.753,E,-3.542,minor,0.0625,0.015,0,0.204,0.557,129.998,4,0
